name,platform,dependents_count,dependent_repos_count,stars,forks,contributions_count,rank,gap,reverse_gap,hidden_score,critical_fragile,staleness_years,release_count,releases_per_year,first_release_year,last_release_year,license,domain,repo_host,repo_org,status,deprecation_reason,cluster,keywords_text
typescript,npm,1182837,390669,107374,13205,644,36,0.48111520574556543,-0.48111520574556543,-0.29661739422927846,1.971053000411286,0.0,3682,245.46666666666667,2012,2026,Apache-2.0,devtools,github.com,microsoft,,,7,typescript microsoft compiler language javascript typechecker
eslint,npm,829497,331460,26774,4878,833,34,0.3983829069689939,-0.3983829069689939,-0.09793969296172822,1.9647030236594931,0.07118412046543464,406,31.23076923076923,2013,2025,MIT,devtools,github.com,eslint,,,7,ast lint javascript ecmascript espree eslint linter static-code-analysis
@types/node,npm,695954,230981,50793,30543,1814,35,0.4790030218730479,-0.4790030218730479,-0.2769055018891975,1.1810560317282326,0.06023271731690623,2258,225.8,2016,2025,MIT,other,github.com,definitelytyped,,,7,definition dts hacktoberfest types typescript typescript-definitions typings
prettier,npm,430070,194638,51343,4625,660,35,0.34431029410236924,-0.34431029410236924,-0.45385984819431635,1.3793553997089498,0.09856262833675565,183,20.333333333333332,2017,2025,MIT,web,github.com,prettier,,,7,angular ast css flow formatter graphql html javascript json jsx less markdown prettier printer scss typescript vue yaml
react,npm,411088,93095,242077,50312,992,35,0.6450048346873318,-0.6450048346873318,-0.48321038628268353,0.6454883601197859,0.0,2658,166.125,2011,2026,MIT,multi,github.com,facebook,,,7,react declarative frontend javascript library ui
@types/react,npm,397920,91941,50793,30543,1814,35,0.6362829126787952,-0.6362829126787952,-0.1352697029637624,0.7417213031436907,0.12320328542094455,684,68.4,2016,2025,MIT,web,github.com,definitelytyped,,,7,definition dts hacktoberfest types typescript typescript-definitions typings
jest,npm,388290,176024,45154,6613,977,35,0.34358297138105787,-0.34358297138105787,-0.449922975243197,1.1920030843004117,0.2792607802874743,377,26.928571428571427,2012,2025,MIT,testing,github.com,jestjs,,,7,ava babel coverage easy expect facebook immersive instant jasmine jest jsdom mocha mocking painless qunit runner sandboxed snapshot tap tape test testing typescript watch expectation javascript painless-javascript-testing
mocha,npm,364181,193309,22861,3062,568,33,0.27506415579249577,-0.27506415579249577,-0.3656356738530353,1.504326720584669,0.008213552361396304,225,14.0625,2011,2026,MIT,testing,github.com,mochajs,,,7,mocha test bdd tdd tap testing chai assertion ava jest tape jasmine karma browser javascript mochajs node nodejs test-framework testing-tools
react-dom,npm,349035,71774,242077,50312,992,35,0.6868970217649482,-0.6868970217649482,-0.44798279719319267,0.5109326766825416,0.0,2613,201.0,2014,2026,MIT,web,github.com,facebook,,,7,react declarative frontend javascript library ui
@types/react-dom,npm,304236,58687,50793,30543,1814,33,0.7146627203085538,-0.7146627203085538,-0.06296635570831999,0.5315985796005579,0.15605749486652978,182,18.2,2016,2025,MIT,web,github.com,definitelytyped,,,7,definition dts hacktoberfest types typescript typescript-definitions typings
@babel/core,npm,291439,111873,43833,5787,807,32,0.4158199918890908,-0.4158199918890908,-0.37784896597123785,1.0349192044544644,0.2080766598220397,216,24.0,2017,2025,MIT,devtools,github.com,babel,,,7,6to5 babel classes const es6 harmony let modules transpile transpiler var babel-core compiler ast es2015 flavortown javascript
webpack,npm,287914,107450,65829,9190,750,32,0.42805383001238795,-0.42805383001238795,-0.4799443436892017,0.8921959617927219,0.057494866529774126,868,62.0,2012,2025,MIT,devtools,github.com,webpack,,,7,amd build-tool commonjs compiler es2015 es6 esm javascript javascript-compiler javascript-modules loaders module-bundler plugins web web-performance webpack
@types/jest,npm,282243,115420,50793,30543,1814,33,0.3883398856873086,-0.3883398856873086,-0.5661716109938855,0.6017505273153723,0.5639972621492129,210,21.0,2016,2025,MIT,testing,github.com,definitelytyped,,,7,definition dts hacktoberfest types typescript typescript-definitions typings
@typescript-eslint/parser,npm,262120,113567,16042,2856,1539,32,0.3632458384671038,-0.3632458384671038,-0.19828830861916447,0.8548628332366597,0.0027378507871321013,4514,564.25,2019,2026,MIT,devtools,github.com,typescript-eslint,,,7,ast ecmascript javascript typescript parser syntax eslint eslint-plugin eslintplugin plugin tslint
@typescript-eslint/eslint-plugin,npm,261393,113366,16042,2856,1539,32,0.362808960454009,-0.362808960454009,-0.19941578534539173,0.8525790110668134,0.0027378507871321013,4431,553.875,2019,2026,MIT,devtools,github.com,typescript-eslint,,,7,eslint eslintplugin eslint-plugin typescript plugin tslint
chai,npm,256532,122691,8263,717,200,31,0.3203269940525395,-0.3203269940525395,-0.05329812853962235,2.0203465964975282,0.04380561259411362,110,7.333333333333333,2011,2025,MIT,testing,github.com,chaijs,,,7,test assertion assert testing chai assertions bdd javascript tdd
rimraf,npm,254133,107187,5820,263,33,31,0.37491660460998233,-0.37491660460998233,0.1387369230384553,2.988341942212286,0.13415468856947296,86,5.733333333333333,2011,2025,BlueOak-1.0.0,devtools,github.com,isaacs,,,7,rm rm -rf rm -fr remove directory cli rmdir recursive
@babel/preset-env,npm,238638,97674,43833,5787,807,32,0.38795800058041596,-0.38795800058041596,-0.45361129467179495,0.8705574169401363,0.2080766598220397,196,21.77777777777778,2017,2025,MIT,devtools,github.com,babel,,,7,ast babel compiler es2015 es6 flavortown javascript
axios,npm,234460,58094,108422,11468,526,33,0.6059318569223526,-0.6059318569223526,-0.3817146172910406,0.7934826496083671,0.17522245037645448,124,10.333333333333334,2014,2025,MIT,web,github.com,axios,,,7,xhr http ajax promise node browser fetch rest api client hacktoberfest http-client javascript nodejs
rollup,npm,215044,89012,26182,1664,431,32,0.3830759109642967,-0.3830759109642967,-0.31309105056159203,1.1800663099024478,0.008213552361396304,919,76.58333333333333,2015,2026,MIT,devtools,github.com,rollup,,,7,modules bundler bundling es6 optimizer
ts-node,npm,215977,89550,13118,545,112,29,0.38233907529997513,-0.38233907529997513,-0.10949015467171064,2.6893745938514897,2.086242299794661,128,14.222222222222221,2015,2023,MIT,devtools,github.com,typestrong,,,7,typescript node runtime environment ts compiler hacktoberfest nodejs repl ts-node typescript-compiler typescript-node
eslint-config-prettier,npm,217687,99483,5798,264,44,31,0.3400812504878088,-0.3400812504878088,0.06112625561632845,2.8400652232825268,0.4736481861738535,89,9.88888888888889,2017,2025,MIT,devtools,github.com,prettier,,,7,eslint eslintconfig prettier eslint-config react
babel-loader,npm,230060,84148,4850,452,124,29,0.4367940438708793,-0.4367940438708793,0.2542345623739548,2.5686183198533112,0.8596851471594799,82,7.454545454545454,2015,2025,MIT,devtools,github.com,babel,,,7,webpack loader babel es6 transpiler module
eslint-plugin-import,npm,233826,113483,5798,1547,371,30,0.31396002261439726,-0.31396002261439726,-0.021005369728163137,1.8761724774881003,0.5503080082135524,136,12.363636363636363,2015,2025,MIT,devtools,github.com,import-js,,,7,eslint eslintplugin eslint-plugin es6 jsnext modules import export code-quality hacktoberfest javascript lint linting
postcss,npm,197289,37428,28869,1583,424,30,0.7218968486952111,-0.7218968486952111,0.15594211223687648,1.270006879127128,0.5612594113620808,271,20.846153846153847,2013,2025,MIT,web,github.com,postcss,,,7,css postcss rework preprocessor parser source map transform manipulation transpiler ast framework
ts-jest,npm,197198,89575,7074,468,190,30,0.34271304309443273,-0.34271304309443273,-0.014250159292959252,1.8966002776091,0.10130047912388775,212,21.2,2016,2025,MIT,testing,github.com,kulshekhar,,,7,jest typescript sourcemap react testing
chalk,npm,184852,74137,22787,891,63,31,0.39678563716868354,-0.39678563716868354,-0.27167869037070447,2.1037842553534967,0.33127994524298426,44,3.3846153846153846,2013,2025,MIT,devtools,github.com,chalk,,,7,color colour colors terminal console cli string ansi style styles tty formatting rgb 256 shell xterm log logging command-line text ansi-escape-codes chalk commandline javascript strip-ansi terminal-emulators
tailwindcss,npm,168969,25290,91927,4865,797,31,0.824843602492936,-0.824843602492936,-0.04689174433583676,0.33473328353616605,0.0027378507871321013,2441,244.1,2017,2026,MIT,web,github.com,tailwindlabs,,,7,css css-framework functional-css postcss responsive tailwindcss utility-classes
eslint-plugin-prettier,npm,169828,77529,3564,205,50,31,0.34054206839656675,-0.34054206839656675,0.1558554412529254,2.6972973738227273,0.4243668720054757,59,6.555555555555555,2017,2025,MIT,devtools,github.com,prettier,,,7,eslint eslintplugin eslint-plugin prettier
babel-core,npm,168519,78017,43833,5787,807,31,0.33445663752308885,-0.33445663752308885,-0.593002771548301,3.0065039802377305,7.701574264202601,263,65.75,2015,2018,MIT,devtools,github.com,babel,,,7,6to5 babel classes const es6 harmony let modules transpile transpiler var babel-core compiler ast es2015 flavortown javascript
tslib,npm,160911,41828,1321,141,38,29,0.5851109506964116,-0.5851109506964116,0.7855100975375953,3.2961993350472034,1.1854893908281998,46,5.111111111111111,2016,2024,0BSD,devtools,github.com,microsoft,,,7,typescript microsoft compiler language javascript tslib runtime bundle dependency import optimize typescript-helpers
express,npm,158286,52672,68459,21970,339,31,0.47785719364590307,-0.47785719364590307,-0.5600260071375218,0.7332472565180461,0.10130047912388775,317,19.8125,2010,2025,MIT,web,github.com,expressjs,,,7,express framework sinatra web http rest restful router app api javascript nodejs server
babel-eslint,npm,159158,74475,2965,208,66,23,0.32981485853885584,-0.32981485853885584,0.17803297007270003,4.324244431529484,5.867214236824093,136,22.666666666666668,2015,2020,MIT,devtools,github.com,babel,Deprecated,babel-eslint is now @babel/eslint-parser. This package will no longer receive updates.,7,babel babel-eslint eslint javascript
vue,npm,153501,33604,52653,9018,557,33,0.6597101385995687,-0.6597101385995687,-0.18223672132238278,0.5556764875151726,0.010951403148528405,554,39.57142857142857,2013,2026,MIT,web,github.com,vuejs,,,7,vue
vite,npm,153117,42240,77454,7677,814,32,0.5592920567958695,-0.5592920567958695,-0.42595537984517073,0.27971568906391686,0.0,704,100.57142857142857,2020,2026,MIT,multi,github.com,vitejs,,,7,frontend framework hmr dev-server build-tool vite
eslint-plugin-react,npm,147023,65971,9228,2747,524,30,0.3480285838777011,-0.3480285838777011,-0.18847747284992666,1.2617645015824475,0.7638603696098563,216,18.0,2014,2025,MIT,devtools,github.com,jsx-eslint,,,7,eslint eslint-plugin eslintplugin react development ecmascript javascript lint
husky,npm,146545,74127,33421,1050,142,31,0.2959916859294598,-0.2959916859294598,-0.5701412897452764,1.6876374170136481,1.136208076659822,228,20.727272727272727,2014,2024,MIT,other,github.com,typicode,,,7,git hooks pre-commit commit
webpack-cli,npm,141627,50669,2595,634,136,28,0.4463982180134147,-0.4463982180134147,0.32847212933313374,2.3297200991602995,1.0485968514715949,125,12.5,2015,2024,MIT,devtools,github.com,webpack,,,7,webpack cli scaffolding module bundler web scaffold
next,npm,135869,19212,137006,30216,1243,31,0.8495283926480823,-0.8495283926480823,-0.20339105948177516,-0.21068821748944233,0.0,3550,221.875,2011,2026,MIT,web,github.com,vercel,,,7,react framework nextjs web server node front-end backend cli vercel blog browser compiler components hybrid server-rendering ssg static static-site-generator universal
css-loader,npm,128824,41138,4333,607,128,30,0.4957464204044566,-0.4957464204044566,0.26479833908468886,2.3458972421859303,1.6290212183436004,152,11.692307692307692,2012,2024,MIT,web,github.com,webpack-contrib,,,7,webpack css loader url import webpack-loader
lodash,npm,127921,43194,61515,7107,338,32,0.4715117624394214,-0.4715117624394214,-0.526611019354184,2.1827318583579003,4.878850102669404,114,11.4,2012,2021,MIT,other,github.com,lodash,,,7,modules stdlib util javascript lodash utilities
cross-env,npm,128338,50184,6478,254,51,31,0.40778472251911424,-0.40778472251911424,0.04328785331233087,2.243011917130723,0.2737850787132101,50,4.545454545454546,2015,2025,MIT,other,github.com,kentcdodds,,,7,cross-environment environment variable windows cross-platform cross-env environment macos unix variables
eslint-config-next,npm,124312,15914,137006,30216,1243,30,0.8927099042932225,-0.8927099042932225,-0.15355588603279657,-0.2837867720852426,0.0,2445,203.75,2015,2026,MIT,web,github.com,vercel,,,7,blog browser compiler components hybrid nextjs node react server-rendering ssg static static-site-generator universal vercel
commander,npm,122213,51562,27731,1731,191,31,0.37478278134788123,-0.37478278134788123,-0.4375083004307303,1.1439992759950441,0.2053388090349076,121,8.066666666666666,2011,2025,MIT,devtools,github.com,tj,,,7,commander command option parser cli argument args argv
tiktokapi-src,npm,120746,496,3,2,1,22,2.3855199606311626,-2.3855199606311626,5.017693923108236,6.185381883923162,1.6646132785763177,6,6.0,2024,2024,ISC,web,github.com,wahdalo,,,4,tiktok-api tiktok-dl
autoprefixer,npm,121627,37907,22607,1274,200,31,0.5063026934911781,-0.5063026934911781,-0.18047244432637677,1.133558676593161,0.06570841889117043,247,19.0,2013,2025,MIT,web,github.com,postcss,,,7,autoprefixer css prefix postcss postcss-plugin postcss-plugins prefixer
tiktok-src,npm,120045,797,156,56,3,22,2.1773448023478625,-2.1773448023478625,3.6811453859507135,4.895955025397701,1.8617385352498288,3,3.0,2024,2024,ISC,other,github.com,wahdalo,,,7,
inquirer,npm,119366,27034,21306,1341,243,30,0.6449579051532179,-0.6449579051532179,0.0399544838679875,1.0431217195737998,0.06844626967830253,222,17.076923076923077,2013,2025,MIT,devtools,github.com,sboudrias,,,7,answer answers ask base cli command command-line confirm enquirer generate generator hyper input inquire inquirer interface iterm javascript menu node nodejs prompt promptly prompts question readline scaffold scaffolder scaffolding stdin stdout terminal tty ui yeoman yo zsh javascript-library node-js typescript
lint-staged,npm,117101,53908,14282,455,163,31,0.3369030366695913,-0.3369030366695913,-0.303229237673864,1.3583804238140695,0.13415468856947296,275,27.5,2016,2025,MIT,devtools,github.com,lint-staged,,,7,lint git staged eslint prettier stylelint code quality check format validate developer-experience linter stage-files workflow
fs-extra,npm,114434,45896,9607,780,96,31,0.39677457460170995,-0.39677457460170995,-0.11693340650323591,1.6607416177818866,0.05475701574264202,100,6.666666666666667,2011,2025,MIT,ml,github.com,jprichardson,,,7,fs file file system copy directory extra mkdirp mkdir mkdirs recursive json read write delete remove touch create text output move promise filesystem javascript nodejs
@babel/preset-react,npm,108494,36539,43833,5787,807,33,0.47264118113627873,-0.47264118113627873,-0.4599498443854455,0.22238651668642884,0.2080766598220397,97,10.777777777777779,2017,2025,MIT,devtools,github.com,babel,,,7,ast babel compiler es2015 es6 flavortown javascript
@babel/cli,npm,107885,45926,43833,5787,807,31,0.37089701364696115,-0.37089701364696115,-0.6138324547888332,0.21775784859293557,0.2080766598220397,142,15.777777777777779,2017,2025,MIT,devtools,github.com,babel,,,7,6to5 babel es6 transpile transpiler babel-cli compiler ast es2015 flavortown javascript
babel-cli,npm,106660,59298,43833,5787,807,31,0.25495828147486144,-0.25495828147486144,-0.7900320702358008,2.8011771433714845,8.229979466119097,75,25.0,2015,2017,MIT,devtools,github.com,babel,,,7,6to5 babel es6 transpile transpiler babel-cli compiler ast es2015 flavortown javascript
dotenv,npm,107184,34697,20189,919,97,31,0.48982956960013624,-0.48982956960013624,-0.19130069771835556,1.4697560070954072,0.2737850787132101,98,7.538461538461538,2013,2025,BSD-2-Clause,security,github.com,motdotla,,,7,dotenv env .env environment variables config settings configuration-file environment-variables javascript node nodejs secret-management secret-manager secrets security-tools
style-loader,npm,104099,33466,1662,470,100,29,0.49283394580048956,-0.49283394580048956,0.4649640492786809,2.565243713368213,1.7494866529774127,76,5.846153846153846,2012,2024,MIT,multi,github.com,webpack-contrib,,,7,webpack loader stylesheets webpack-loader
random-job-selector,npm,102405,6,0,0,1,18,4.1652273628223675,-4.1652273628223675,8.178119899623223,6.465899907012348,1.3634496919917864,3,3.0,2024,2024,Unknown,security,,,,,4,
babel-preset-es2015,npm,101630,58905,43833,5787,807,27,0.23686666578945648,-0.23686666578945648,-0.8254139547798252,2.761454644419186,8.229979466119097,44,14.666666666666666,2015,2017,MIT,devtools,github.com,babel,Deprecated,🙌  Thanks for using Babel: we recommend using babel-preset-env now: please read https://babeljs.io/env to update!,7,ast babel compiler es2015 es6 flavortown javascript
@rollup/plugin-node-resolve,npm,101476,34801,3745,613,256,29,0.464763416857628,-0.464763416857628,0.21368290221701536,1.4121780260580907,0.23819301848049282,52,7.428571428571429,2019,2025,MIT,devtools,github.com,rollup,,,7,rollup plugin es2015 npm modules plugins rollup-plugins
babel-jest,npm,94923,43781,45154,6613,977,32,0.33608043401861565,-0.33608043401861565,-0.6999977994267088,0.033656264055237584,0.2792607802874743,298,27.09090909090909,2015,2025,MIT,multi,github.com,jestjs,,,7,easy expectation facebook immersive javascript painless painless-javascript-testing snapshot testing
vitest,npm,97633,40440,15564,1559,643,30,0.3827791964146767,-0.3827791964146767,-0.30808553185961096,0.4992780104386454,0.06023271731690623,448,89.6,2021,2025,MIT,testing,github.com,vitest-dev,,,7,vite vitest test jest testing-tools
babel-preset-env,npm,93112,43213,3493,157,40,29,0.3333858517752448,-0.3333858517752448,0.05241090565397366,4.6545811321098025,7.663244353182751,56,18.666666666666668,2016,2018,MIT,devtools,github.com,babel,,,7,autoprefixer babel-preset es6 javascript moved
tslint,npm,92511,44864,5908,884,401,25,0.31429039790356494,-0.31429039790356494,-0.15527209173962175,2.6792646166634397,5.437371663244353,182,22.75,2013,2020,Apache-2.0,devtools,github.com,palantir,Deprecated,TSLint has been deprecated in favor of ESLint. Please see https://github.com/palantir/tslint/issues/4534 for more information.,7,cli typescript linter linting-rules octo-correct-managed static-analysis tslint
@testing-library/react,npm,91390,26349,19475,1150,182,29,0.540122809852785,-0.540122809852785,-0.1360979105878246,0.9837214996316688,0.06297056810403832,121,17.285714285714285,2019,2025,MIT,multi,github.com,testing-library,,,7,testing react ui dom jsdom unit integration functional end-to-end e2e javascript reactjs
core-js,npm,90579,23127,25391,1690,141,30,0.5928942376843374,-0.5928942376843374,-0.13630784115347616,1.0423399494637846,0.13963039014373715,287,22.076923076923077,2013,2025,MIT,other,github.com,zloirock,,,7,es3 es5 es6 es7 es2015 es2016 es2017 es2018 es2019 es2020 es2021 es2022 es2023 es2024 ecmascript 3 ecmascript 5 ecmascript 6 ecmascript 7 ecmascript 2015 ecmascript 2016 ecmascript 2017 ecmascript 2018 ecmascript 2019 ecmascript 2020 ecmascript 2021 ecmascript 2022 ecmascript 2023 ecmascript 2024 map set weakmap weakset typedarray promise observable symbol iterator asynciterator url urlsearchparams queuemicrotask setimmediate structuredclone polyfill ponyfill shim ecmascript-proposals esnext javascript js proposal proposals
gulp,npm,95097,52261,33063,4209,257,31,0.2599853578092395,-0.2599853578092395,-0.7199483172031127,0.8598305953925808,0.6023271731690623,69,5.3076923076923075,2013,2025,MIT,devtools,github.com,gulpjs,,,7,build stream system make tool asset pipeline series parallel streaming
@rollup/plugin-commonjs,npm,89226,29729,3745,613,256,28,0.4773013821297276,-0.4773013821297276,0.21071993104209163,1.2913476377838937,0.19164955509924708,82,11.714285714285714,2019,2025,MIT,devtools,github.com,rollup,,,7,rollup plugin npm modules commonjs require plugins rollup-plugins
moment,npm,87217,27657,48089,7035,571,31,0.4987853513354148,-0.4987853513354148,-0.4877946719133359,0.7652951601408025,2.0342231348391513,79,6.076923076923077,2011,2023,MIT,devtools,github.com,moment,,,7,moment date time parse format validate i18n l10n ender
sinon,npm,87409,47590,9752,775,377,31,0.2640362897823634,-0.2640362897823634,-0.36595142040455875,0.7953806337792739,0.05201916495550993,217,13.5625,2010,2025,BSD-3-Clause,testing,github.com,sinonjs,,,7,sinon test testing unit stub spy fake time clock mock xhr assert javascript stubs tdd test-driven-development test-spies unit-testing
sass,npm,83192,20095,4163,373,70,28,0.6169771634972312,-0.6169771634972312,0.39732574073472227,1.7665757062973275,0.0054757015742642025,311,31.1,2017,2026,MIT,web,github.com,sass,,,7,style scss sass preprocessor css css-preprocessor dart dart-sass
sass-loader,npm,93903,26056,3905,429,104,30,0.5567596791983336,-0.5567596791983336,0.3403935290094322,1.7608424960592122,0.2080766598220397,111,9.25,2014,2025,MIT,web,github.com,webpack,,,7,sass libsass webpack loader dart-sass node-sass scss webpack-loader
html-webpack-plugin,npm,82331,27685,10755,1303,177,29,0.47330845081347395,-0.47330845081347395,-0.10044536554575612,1.0894538177177935,0.13963039014373715,145,12.083333333333334,2014,2025,MIT,web,github.com,jantimon,,,7,webpack plugin html html-webpack-plugin
eslint-plugin-react-hooks,npm,81696,28759,242077,50312,992,30,0.4534172273629773,-0.4534172273629773,-1.045087355263007,-0.6831668788862616,0.0,2505,278.3333333333333,2018,2026,MIT,devtools,github.com,facebook,,,7,eslint eslint-plugin eslintplugin react declarative frontend javascript library ui
node-sass,npm,78808,25679,8497,1326,204,23,0.48698079742198264,-0.48698079742198264,-0.02858145373193277,1.8537909054821409,2.639288158795346,153,12.75,2012,2023,MIT,web,github.com,sass,Deprecated,Node Sass is no longer supported. Please use `sass` or `sass-embedded` instead.,7,css libsass preprocessor sass scss style node-sass sass-files scss-files
unique-names-generator,npm,76656,105,646,65,15,24,2.8592459537112225,-2.8592459537112225,4.2843135894567155,4.185726122903498,3.890485968514716,34,6.8,2018,2022,MIT,other,github.com,andreasonny83,,,4,name-generator nodejs npm npm-package
eslint-plugin-promise,npm,74741,37165,966,94,55,30,0.30341889227298946,-0.30341889227298946,0.3241628408744761,2.5646928667918285,1.1143052703627652,49,5.444444444444445,2016,2024,ISC,devtools,github.com,eslint-community,,,7,eslint eslintplugin eslint-plugin promise promises
prop-types,npm,83866,30501,4471,351,52,29,0.4392627914410365,-0.4392627914410365,0.11406322762479293,3.186833210778864,4.008213552361396,24,3.0,2015,2022,MIT,web,github.com,facebook,,,7,react
@testing-library/jest-dom,npm,75997,22054,4574,413,118,28,0.5372951012138278,-0.5372951012138278,0.2350730999194257,1.5073309379129638,0.2683093771389459,82,11.714285714285714,2019,2025,MIT,testing,github.com,testing-library,,,7,testing dom jest jsdom custom-matcher dom-testing-library javascript jest-matchers react-testing-library testing-library testing-library-react
vue-template-compiler,npm,72960,17663,209822,33871,453,30,0.6160017217315854,-0.6160017217315854,-0.76769049227151,0.30303512651106107,2.0396988364134154,147,18.375,2016,2023,MIT,multi,github.com,vuejs,,,7,vue compiler framework frontend javascript
@babel/preset-typescript,npm,72785,28032,43833,5787,807,31,0.41437827608902467,-0.41437827608902467,-0.6151916845517622,-0.10585688358523104,0.2080766598220397,105,11.666666666666666,2017,2025,MIT,devtools,github.com,babel,,,7,babel-preset typescript ast babel compiler es2015 es6 flavortown javascript
uuid,npm,71545,26513,15201,943,76,30,0.4311101062548497,-0.4311101062548497,-0.2712756506300673,1.346078332697417,0.33127994524298426,48,3.2,2011,2025,MIT,other,github.com,uuidjs,,,7,uuid guid rfc4122 rfc9562
nyc,npm,70177,41376,5657,359,100,29,0.2294419877516285,-0.2294419877516285,-0.2948905640193862,1.7996434851988035,1.3032169746748803,167,16.7,2015,2024,ISC,testing,github.com,istanbuljs,,,7,coverage reporter subprocess testing code-coverage istanbul javascript
eslint-plugin-vue,npm,69430,15671,4586,700,240,28,0.6464289973664359,-0.6464289973664359,0.36711001261642306,1.0343194962680584,0.11225188227241616,186,18.6,2016,2025,MIT,multi,github.com,vuejs,,,7,eslint eslint-plugin eslint-config vue vuejs rules html javascript npm npm-module npm-package static-analysis
glob,npm,69126,31843,8695,515,53,31,0.33662009436619034,-0.33662009436619034,-0.2583456956968516,1.5815887680841278,0.13415468856947296,177,11.8,2011,2025,BlueOak-1.0.0,testing,github.com,isaacs,,,7,
request,npm,68156,38099,25612,3168,323,25,0.25258549058831914,-0.25258549058831914,-0.7134617938585597,2.2670602988919466,5.905544147843942,126,12.6,2011,2020,Apache-2.0,web,github.com,request,Deprecated,"request has been deprecated, see https://github.com/request/request/issues/3142",7,http simple util utility
eslint-plugin-node,npm,67556,33778,960,182,36,28,0.30102356714779965,-0.30102356714779965,0.28210099107702447,4.163772593120131,5.782340862422998,60,10.0,2015,2020,MIT,devtools,github.com,mysticatea,,,7,eslint eslintplugin eslint-plugin node nodejs ecmascript shebang file path import require coding-style javascript npm npm-module npm-package static-code-analysis
file-loader,npm,66864,22639,1863,257,56,27,0.47032242642620936,-0.47032242642620936,0.3577019360533944,3.585763452235397,5.196440793976728,53,5.888888888888889,2012,2020,MIT,multi,github.com,webpack-contrib,,,7,webpack file webpack-loader
eslint-plugin-jsx-a11y,npm,65806,30820,3557,641,133,29,0.32942536722344595,-0.32942536722344595,-0.052445218154896445,1.6842430949246607,1.2019164955509924,85,9.444444444444445,2016,2024,MIT,devtools,github.com,jsx-eslint,,,7,eslint eslintplugin eslint-plugin a11y accessibility jsx aria hacktoberfest react
tsup,npm,86100,27285,11021,267,102,28,0.4990683206991413,-0.4990683206991413,-0.03523488155296628,1.4066366761633242,0.15331964407939766,204,34.0,2020,2025,MIT,devtools,github.com,egoist,,,7,
@storybook/react,npm,64011,16725,88981,9820,1122,31,0.5828693041173443,-0.5828693041173443,-0.5810249802052536,-0.6298449546178937,0.0027378507871321013,2894,289.4,2017,2026,MIT,web,github.com,storybookjs,,,7,storybook angular components design-systems documentation html javascript react react-native stories styleguide svelte testing typescript ui vite vue web-components webpack workshop
@types/lodash,npm,65648,23449,50793,30543,1814,32,0.44708526802345094,-0.44708526802345094,-0.7251084677792106,-0.7391095911884636,0.12594113620807665,219,21.9,2016,2025,MIT,other,github.com,definitelytyped,,,7,definition dts hacktoberfest types typescript typescript-definitions typings
@babel/runtime,npm,63893,19347,43833,5787,807,32,0.5188239987027714,-0.5188239987027714,-0.48029070930392237,-0.21300018906309648,0.2080766598220397,192,21.333333333333332,2017,2025,MIT,devtools,github.com,babel,,,7,ast babel compiler es2015 es6 flavortown javascript
ts-loader,npm,71835,26516,3472,434,143,28,0.43281775316007653,-0.43281775316007653,0.13847024709395417,1.4759108381014165,0.3750855578370979,171,15.545454545454545,2015,2025,MIT,multi,github.com,typestrong,,,7,ts-loader typescript-loader webpack loader typescript ts webpack-loader
@types/mocha,npm,69092,33735,50793,30543,1814,31,0.3113404620393663,-0.3113404620393663,-0.9204744333299422,-0.37229999365866673,1.1307323750855578,67,7.444444444444445,2016,2024,MIT,testing,github.com,definitelytyped,,,7,definition dts hacktoberfest types typescript typescript-definitions typings
debug,npm,61071,29875,11394,960,113,30,0.3105196918383344,-0.3105196918383344,-0.40271180180558663,1.1037714754950003,0.31759069130732376,78,5.2,2011,2025,MIT,web,github.com,debug-js,,,7,debug log debugger browser debugging javascript logging node node-js
@commitlint/config-conventional,npm,61550,31734,18222,951,277,29,0.2876966105223797,-0.2876966105223797,-0.5616058358212999,0.4689679812759219,0.019164955509924708,94,9.4,2017,2026,MIT,multi,github.com,conventional-changelog,,,7,conventional-changelog commitlint commitlint-config angular commit conventions git lint
@rollup/plugin-typescript,npm,59720,20759,3745,613,256,29,0.4588997219938795,-0.4588997219938795,0.11499904730575194,0.9665064299951721,0.2080766598220397,52,7.428571428571429,2019,2025,MIT,multi,github.com,rollup,,,7,rollup plugin typescript es2015 plugins rollup-plugins
zod,npm,59442,15547,41273,1748,501,31,0.5824261875444323,-0.5824261875444323,-0.3560490397496183,-0.07156327804405815,0.010951403148528405,852,121.71428571428571,2020,2026,MIT,other,github.com,colinhacks,,,7,typescript schema validation type inference runtime-validation schema-validation static-types type-inference
rxjs,npm,58663,18641,31553,3002,541,31,0.49787916834893586,-0.49787916834893586,-0.422584992478402,0.22398015347122935,0.8761122518822724,168,15.272727272727273,2015,2025,Apache-2.0,web,github.com,reactivex,,,7,rx rxjs reactivex reactiveextensions streams observables observable stream es6 es2015 javascript
nodemon,npm,58436,24291,26671,1742,181,28,0.3812246398615553,-0.3812246398615553,-0.5425146719667997,0.5568822452456711,0.15605749486652978,262,17.466666666666665,2011,2025,MIT,devtools,github.com,remy,,,7,cli monitor development restart autoload reload terminal hacktoberfest node nodemon watch
@types/inquirer,npm,58122,6362,50793,30543,1814,31,0.9606860989386439,-0.9606860989386439,0.026227641674543056,-0.7427767162730017,0.4243668720054757,62,6.2,2016,2025,MIT,other,github.com,definitelytyped,,,7,definition dts hacktoberfest types typescript typescript-definitions typings
